global_problem_id,source,model_name,CompStatus,CSRBinary,TestsAvailable,ValgrindStatus,UBStatus
LC_1441,LeetCode,moonshotai/kimi-k2-0905,Fail,0,1,Skipped (Did Not Compile),Skipped (Did Not Compile)
LC_2203,LeetCode,moonshotai/kimi-k2-0905,Fail,0,1,Skipped (Did Not Compile),Skipped (Did Not Compile)
LC_1367,LeetCode,moonshotai/kimi-k2-0905,Fail,0,0,Skipped (Did Not Compile),Skipped (Did Not Compile)
LC_2015,LeetCode,moonshotai/kimi-k2-0905,Fail,0,1,Skipped (Did Not Compile),Skipped (Did Not Compile)
LC_3412,LeetCode,moonshotai/kimi-k2-0905,Fail,0,1,Skipped (Did Not Compile),Skipped (Did Not Compile)
LC_437,LeetCode,moonshotai/kimi-k2-0905,Pass,1,1,Pass,Pass
LC_993,LeetCode,moonshotai/kimi-k2-0905,Pass,1,1,Pass,Pass
LC_2816,LeetCode,moonshotai/kimi-k2-0905,Pass,1,1,Pass,Pass
LC_647,LeetCode,moonshotai/kimi-k2-0905,Pass,1,1,Pass,Pass
LC_3006,LeetCode,moonshotai/kimi-k2-0905,Pass,1,1,Pass,Pass
LC_1882,LeetCode,moonshotai/kimi-k2-0905,Pass,1,1,Pass,Pass
LC_838,LeetCode,moonshotai/kimi-k2-0905,Pass,1,1,Pass,Pass
LC_951,LeetCode,moonshotai/kimi-k2-0905,Pass,1,1,Pass,Pass
LC_2558,LeetCode,moonshotai/kimi-k2-0905,Fail,0,1,Skipped (Did Not Compile),Skipped (Did Not Compile)
LC_1337,LeetCode,moonshotai/kimi-k2-0905,Fail,0,1,Skipped (Did Not Compile),Skipped (Did Not Compile)
LC_1372,LeetCode,moonshotai/kimi-k2-0905,Fail,0,1,Skipped (Did Not Compile),Skipped (Did Not Compile)
LC_785,LeetCode,moonshotai/kimi-k2-0905,Fail,0,1,Skipped (Did Not Compile),Skipped (Did Not Compile)
LC_847,LeetCode,moonshotai/kimi-k2-0905,Pass,1,1,Pass,Pass
LC_1040,LeetCode,moonshotai/kimi-k2-0905,Fail,0,1,Skipped (Did Not Compile),Skipped (Did Not Compile)
LC_2330,LeetCode,moonshotai/kimi-k2-0905,Fail,0,1,Skipped (Did Not Compile),Skipped (Did Not Compile)
LC_3186,LeetCode,moonshotai/kimi-k2-0905,Pass,1,1,Memory Leak/Error Detected,Pass
LC_161,LeetCode,moonshotai/kimi-k2-0905,Fail,0,1,Skipped (Did Not Compile),Skipped (Did Not Compile)
LC_3067,LeetCode,moonshotai/kimi-k2-0905,Pass,1,1,Pass,Pass
LC_1249,LeetCode,moonshotai/kimi-k2-0905,Fail,0,1,Skipped (Did Not Compile),Skipped (Did Not Compile)
LC_1192,LeetCode,moonshotai/kimi-k2-0905,Pass,1,1,Pass,Pass
LC_739,LeetCode,moonshotai/kimi-k2-0905,Fail,0,1,Skipped (Did Not Compile),Skipped (Did Not Compile)
LC_2577,LeetCode,moonshotai/kimi-k2-0905,Pass,1,1,Memory Leak/Error Detected,Pass
LC_2116,LeetCode,moonshotai/kimi-k2-0905,Pass,1,1,Pass,Pass
LC_723,LeetCode,moonshotai/kimi-k2-0905,Fail,0,1,Skipped (Did Not Compile),Skipped (Did Not Compile)
LC_160,LeetCode,moonshotai/kimi-k2-0905,Fail,0,1,Skipped (Did Not Compile),Skipped (Did Not Compile)
LC_1669,LeetCode,moonshotai/kimi-k2-0905,Fail,0,1,Skipped (Did Not Compile),Skipped (Did Not Compile)
LC_2246,LeetCode,moonshotai/kimi-k2-0905,Fail,0,1,Skipped (Did Not Compile),Skipped (Did Not Compile)
LC_2969,LeetCode,moonshotai/kimi-k2-0905,Pass,1,1,Memory Leak/Error Detected,Pass
LC_3318,LeetCode,moonshotai/kimi-k2-0905,Pass,1,1,Pass,Pass
LC_3478,LeetCode,moonshotai/kimi-k2-0905,Fail,0,1,Skipped (Did Not Compile),Skipped (Did Not Compile)
LC_841,LeetCode,moonshotai/kimi-k2-0905,Pass,1,1,Pass,Pass
LC_637,LeetCode,moonshotai/kimi-k2-0905,Fail,0,1,Skipped (Did Not Compile),Skipped (Did Not Compile)
LC_2030,LeetCode,moonshotai/kimi-k2-0905,Fail,0,1,Skipped (Did Not Compile),Skipped (Did Not Compile)
LC_2146,LeetCode,moonshotai/kimi-k2-0905,Fail,0,1,Skipped (Did Not Compile),Skipped (Did Not Compile)
LC_770,LeetCode,moonshotai/kimi-k2-0905,Fail,0,1,Skipped (Did Not Compile),Skipped (Did Not Compile)
LC_1263,LeetCode,moonshotai/kimi-k2-0905,Fail,0,1,Skipped (Did Not Compile),Skipped (Did Not Compile)
LC_314,LeetCode,moonshotai/kimi-k2-0905,Fail,0,1,Skipped (Did Not Compile),Skipped (Did Not Compile)
LC_623,LeetCode,moonshotai/kimi-k2-0905,Fail,0,1,Skipped (Did Not Compile),Skipped (Did Not Compile)
LC_2197,LeetCode,moonshotai/kimi-k2-0905,Fail,0,1,Skipped (Did Not Compile),Skipped (Did Not Compile)
LC_1042,LeetCode,moonshotai/kimi-k2-0905,Fail,0,1,Skipped (Did Not Compile),Skipped (Did Not Compile)
LC_3476,LeetCode,moonshotai/kimi-k2-0905,Pass,1,1,Memory Leak/Error Detected,Pass
LC_270,LeetCode,moonshotai/kimi-k2-0905,Pass,1,1,Pass,Pass
LC_2813,LeetCode,moonshotai/kimi-k2-0905,Fail,0,1,Skipped (Did Not Compile),Skipped (Did Not Compile)
LC_1738,LeetCode,moonshotai/kimi-k2-0905,Fail,0,1,Skipped (Did Not Compile),Skipped (Did Not Compile)
LC_2326,LeetCode,moonshotai/kimi-k2-0905,Fail,0,1,Skipped (Did Not Compile),Skipped (Did Not Compile)
LC_26,LeetCode,moonshotai/kimi-k2-0905,Pass,1,1,Pass,Pass
LC_735,LeetCode,moonshotai/kimi-k2-0905,Pass,1,1,Memory Leak/Error Detected,Pass
LC_167,LeetCode,moonshotai/kimi-k2-0905,Fail,0,1,Skipped (Did Not Compile),Skipped (Did Not Compile)
LC_2415,LeetCode,moonshotai/kimi-k2-0905,Fail,0,1,Skipped (Did Not Compile),Skipped (Did Not Compile)
LC_1388,LeetCode,moonshotai/kimi-k2-0905,Fail,0,1,Skipped (Did Not Compile),Skipped (Did Not Compile)
LC_1498,LeetCode,moonshotai/kimi-k2-0905,Pass,1,1,Memory Leak/Error Detected,Pass
LC_2565,LeetCode,moonshotai/kimi-k2-0905,Fail,0,0,Skipped (Did Not Compile),Skipped (Did Not Compile)
LC_444,LeetCode,moonshotai/kimi-k2-0905,Fail,0,1,Skipped (Did Not Compile),Skipped (Did Not Compile)
LC_2355,LeetCode,moonshotai/kimi-k2-0905,Pass,1,1,Pass,Pass
LC_2714,LeetCode,moonshotai/kimi-k2-0905,Fail,0,1,Skipped (Did Not Compile),Skipped (Did Not Compile)
LC_501,LeetCode,moonshotai/kimi-k2-0905,Fail,0,1,Skipped (Did Not Compile),Skipped (Did Not Compile)
LC_443,LeetCode,moonshotai/kimi-k2-0905,Fail,0,1,Skipped (Did Not Compile),Skipped (Did Not Compile)
LC_506,LeetCode,moonshotai/kimi-k2-0905,Pass,1,1,Memory Leak/Error Detected,Pass
LC_692,LeetCode,moonshotai/kimi-k2-0905,Fail,0,1,Skipped (Did Not Compile),Skipped (Did Not Compile)
LC_2452,LeetCode,moonshotai/kimi-k2-0905,Fail,0,0,Skipped (Did Not Compile),Skipped (Did Not Compile)
LC_870,LeetCode,moonshotai/kimi-k2-0905,Fail,0,1,Skipped (Did Not Compile),Skipped (Did Not Compile)
LC_2434,LeetCode,moonshotai/kimi-k2-0905,Fail,0,1,Skipped (Did Not Compile),Skipped (Did Not Compile)
LC_2332,LeetCode,moonshotai/kimi-k2-0905,Pass,1,1,Timeout,Pass
LC_3372,LeetCode,moonshotai/kimi-k2-0905,Pass,1,1,Memory Leak/Error Detected,Pass
LC_2122,LeetCode,moonshotai/kimi-k2-0905,Fail,0,1,Skipped (Did Not Compile),Skipped (Did Not Compile)
LC_1836,LeetCode,moonshotai/kimi-k2-0905,Fail,0,1,Skipped (Did Not Compile),Skipped (Did Not Compile)
LC_2959,LeetCode,moonshotai/kimi-k2-0905,Fail,0,1,Skipped (Did Not Compile),Skipped (Did Not Compile)
LC_2289,LeetCode,moonshotai/kimi-k2-0905,Pass,1,1,Memory Leak/Error Detected,Pass
LC_2163,LeetCode,moonshotai/kimi-k2-0905,Pass,1,1,Memory Leak/Error Detected,Pass
LC_3296,LeetCode,moonshotai/kimi-k2-0905,Fail,0,1,Skipped (Did Not Compile),Skipped (Did Not Compile)
LC_2019,LeetCode,moonshotai/kimi-k2-0905,Fail,0,1,Skipped (Did Not Compile),Skipped (Did Not Compile)
LC_1448,LeetCode,moonshotai/kimi-k2-0905,Fail,0,1,Skipped (Did Not Compile),Skipped (Did Not Compile)
LC_2077,LeetCode,moonshotai/kimi-k2-0905,Pass,1,1,Memory Leak/Error Detected,Pass
LC_14,LeetCode,moonshotai/kimi-k2-0905,Fail,0,1,Skipped (Did Not Compile),Skipped (Did Not Compile)
LC_1439,LeetCode,moonshotai/kimi-k2-0905,Fail,0,1,Skipped (Did Not Compile),Skipped (Did Not Compile)
LC_682,LeetCode,moonshotai/kimi-k2-0905,Fail,0,1,Skipped (Did Not Compile),Skipped (Did Not Compile)
LC_102,LeetCode,moonshotai/kimi-k2-0905,Fail,0,1,Skipped (Did Not Compile),Skipped (Did Not Compile)
LC_3493,LeetCode,moonshotai/kimi-k2-0905,Pass,1,1,Pass,Pass
LC_15,LeetCode,moonshotai/kimi-k2-0905,Fail,0,1,Skipped (Did Not Compile),Skipped (Did Not Compile)
LC_3076,LeetCode,moonshotai/kimi-k2-0905,Fail,0,1,Skipped (Did Not Compile),Skipped (Did Not Compile)
LC_1728,LeetCode,moonshotai/kimi-k2-0905,Fail,0,1,Skipped (Did Not Compile),Skipped (Did Not Compile)
LC_21,LeetCode,moonshotai/kimi-k2-0905,Pass,1,1,Pass,Pass
LC_1526,LeetCode,moonshotai/kimi-k2-0905,Pass,1,1,Memory Leak/Error Detected,Pass
LC_1754,LeetCode,moonshotai/kimi-k2-0905,Fail,0,1,Skipped (Did Not Compile),Skipped (Did Not Compile)
LC_1003,LeetCode,moonshotai/kimi-k2-0905,Fail,0,1,Skipped (Did Not Compile),Skipped (Did Not Compile)
LC_987,LeetCode,moonshotai/kimi-k2-0905,Fail,0,1,Skipped (Did Not Compile),Skipped (Did Not Compile)
LC_1642,LeetCode,moonshotai/kimi-k2-0905,Fail,0,1,Skipped (Did Not Compile),Skipped (Did Not Compile)
LC_765,LeetCode,moonshotai/kimi-k2-0905,Pass,1,1,Pass,Pass
LC_889,LeetCode,moonshotai/kimi-k2-0905,Pass,1,1,Timeout,Timeout
LC_1161,LeetCode,moonshotai/kimi-k2-0905,Fail,0,1,Skipped (Did Not Compile),Skipped (Did Not Compile)
LC_720,LeetCode,moonshotai/kimi-k2-0905,Pass,1,1,Pass,Pass
LC_666,LeetCode,moonshotai/kimi-k2-0905,Pass,1,1,Memory Leak/Error Detected,Pass
LC_1273,LeetCode,moonshotai/kimi-k2-0905,Fail,0,1,Skipped (Did Not Compile),Skipped (Did Not Compile)
LC_1557,LeetCode,moonshotai/kimi-k2-0905,Fail,0,1,Skipped (Did Not Compile),Skipped (Did Not Compile)
LC_2231,LeetCode,moonshotai/kimi-k2-0905,Pass,1,1,Pass,Pass
LC_851,LeetCode,moonshotai/kimi-k2-0905,Fail,0,1,Skipped (Did Not Compile),Skipped (Did Not Compile)
LC_2322,LeetCode,moonshotai/kimi-k2-0905,Fail,0,1,Skipped (Did Not Compile),Skipped (Did Not Compile)
LC_111,LeetCode,moonshotai/kimi-k2-0905,Fail,0,1,Skipped (Did Not Compile),Skipped (Did Not Compile)
LC_591,LeetCode,moonshotai/kimi-k2-0905,Fail,0,1,Skipped (Did Not Compile),Skipped (Did Not Compile)
LC_440,LeetCode,moonshotai/kimi-k2-0905,Pass,1,1,Pass,Pass
LC_445,LeetCode,moonshotai/kimi-k2-0905,Pass,1,1,Pass,Pass
LC_20,LeetCode,moonshotai/kimi-k2-0905,Pass,1,1,Pass,Pass
LC_880,LeetCode,moonshotai/kimi-k2-0905,Pass,1,1,Memory Leak/Error Detected,Undefined Behavior Detected
LC_439,LeetCode,moonshotai/kimi-k2-0905,Fail,0,1,Skipped (Did Not Compile),Skipped (Did Not Compile)
LC_567,LeetCode,moonshotai/kimi-k2-0905,Fail,0,1,Skipped (Did Not Compile),Skipped (Did Not Compile)
LC_1700,LeetCode,moonshotai/kimi-k2-0905,Pass,1,1,Memory Leak/Error Detected,Pass
LC_2508,LeetCode,moonshotai/kimi-k2-0905,Fail,0,1,Skipped (Did Not Compile),Skipped (Did Not Compile)
LC_1102,LeetCode,moonshotai/kimi-k2-0905,Pass,1,1,Memory Leak/Error Detected,Pass
LC_1485,LeetCode,moonshotai/kimi-k2-0905,Fail,0,1,Skipped (Did Not Compile),Skipped (Did Not Compile)
LC_451,LeetCode,moonshotai/kimi-k2-0905,Fail,0,0,Skipped (Did Not Compile),Skipped (Did Not Compile)
LC_814,LeetCode,moonshotai/kimi-k2-0905,Fail,0,0,Skipped (Did Not Compile),Skipped (Did Not Compile)
LC_2699,LeetCode,moonshotai/kimi-k2-0905,Fail,0,1,Skipped (Did Not Compile),Skipped (Did Not Compile)
LC_1462,LeetCode,moonshotai/kimi-k2-0905,Fail,0,1,Skipped (Did Not Compile),Skipped (Did Not Compile)
LC_386,LeetCode,moonshotai/kimi-k2-0905,Fail,0,1,Skipped (Did Not Compile),Skipped (Did Not Compile)
LC_1368,LeetCode,moonshotai/kimi-k2-0905,Pass,1,1,Memory Leak/Error Detected,Pass
LC_1948,LeetCode,moonshotai/kimi-k2-0905,Fail,0,1,Skipped (Did Not Compile),Skipped (Did Not Compile)
LC_457,LeetCode,moonshotai/kimi-k2-0905,Fail,0,1,Skipped (Did Not Compile),Skipped (Did Not Compile)
LC_2673,LeetCode,moonshotai/kimi-k2-0905,Pass,1,1,Memory Leak/Error Detected,Pass
LC_1471,LeetCode,moonshotai/kimi-k2-0905,Fail,0,1,Skipped (Did Not Compile),Skipped (Did Not Compile)
LC_2593,LeetCode,moonshotai/kimi-k2-0905,Fail,0,1,Skipped (Did Not Compile),Skipped (Did Not Compile)
LC_1499,LeetCode,moonshotai/kimi-k2-0905,Fail,0,1,Skipped (Did Not Compile),Skipped (Did Not Compile)
LC_2282,LeetCode,moonshotai/kimi-k2-0905,Fail,0,1,Skipped (Did Not Compile),Skipped (Did Not Compile)
LC_1123,LeetCode,moonshotai/kimi-k2-0905,Fail,0,1,Skipped (Did Not Compile),Skipped (Did Not Compile)
LC_212,LeetCode,moonshotai/kimi-k2-0905,Fail,0,1,Skipped (Did Not Compile),Skipped (Did Not Compile)
LC_1163,LeetCode,moonshotai/kimi-k2-0905,Fail,0,0,Skipped (Did Not Compile),Skipped (Did Not Compile)
LC_680,LeetCode,moonshotai/kimi-k2-0905,Fail,0,1,Skipped (Did Not Compile),Skipped (Did Not Compile)
LC_1167,LeetCode,moonshotai/kimi-k2-0905,Fail,0,1,Skipped (Did Not Compile),Skipped (Did Not Compile)
LC_947,LeetCode,moonshotai/kimi-k2-0905,Pass,1,1,Memory Leak/Error Detected,Pass
LC_2337,LeetCode,moonshotai/kimi-k2-0905,Fail,0,1,Skipped (Did Not Compile),Skipped (Did Not Compile)
LC_1316,LeetCode,moonshotai/kimi-k2-0905,Fail,0,0,Skipped (Did Not Compile),Skipped (Did Not Compile)
LC_1609,LeetCode,moonshotai/kimi-k2-0905,Fail,0,1,Skipped (Did Not Compile),Skipped (Did Not Compile)
LC_1183,LeetCode,moonshotai/kimi-k2-0905,Fail,0,1,Skipped (Did Not Compile),Skipped (Did Not Compile)
LC_261,LeetCode,moonshotai/kimi-k2-0905,Fail,0,1,Skipped (Did Not Compile),Skipped (Did Not Compile)
LC_2392,LeetCode,moonshotai/kimi-k2-0905,Fail,0,1,Skipped (Did Not Compile),Skipped (Did Not Compile)
LC_1438,LeetCode,moonshotai/kimi-k2-0905,Fail,0,1,Skipped (Did Not Compile),Skipped (Did Not Compile)
LC_2932,LeetCode,moonshotai/kimi-k2-0905,Pass,1,1,Memory Leak/Error Detected,Pass
LC_1653,LeetCode,moonshotai/kimi-k2-0905,Fail,0,1,Skipped (Did Not Compile),Skipped (Did Not Compile)
LC_1203,LeetCode,moonshotai/kimi-k2-0905,Fail,0,1,Skipped (Did Not Compile),Skipped (Did Not Compile)
LC_408,LeetCode,moonshotai/kimi-k2-0905,Fail,0,1,Skipped (Did Not Compile),Skipped (Did Not Compile)
LC_1944,LeetCode,moonshotai/kimi-k2-0905,Pass,1,1,Pass,Pass
LC_1902,LeetCode,moonshotai/kimi-k2-0905,Pass,1,1,Memory Leak/Error Detected,Pass
LC_856,LeetCode,moonshotai/kimi-k2-0905,Pass,1,1,Pass,Pass
LC_3422,LeetCode,moonshotai/kimi-k2-0905,Pass,1,1,Memory Leak/Error Detected,Pass
LC_394,LeetCode,moonshotai/kimi-k2-0905,Fail,0,1,Skipped (Did Not Compile),Skipped (Did Not Compile)
LC_1190,LeetCode,moonshotai/kimi-k2-0905,Pass,1,1,Memory Leak/Error Detected,Pass
LC_2050,LeetCode,moonshotai/kimi-k2-0905,Pass,1,1,Pass,Pass
LC_758,LeetCode,moonshotai/kimi-k2-0905,Fail,0,1,Skipped (Did Not Compile),Skipped (Did Not Compile)
LC_2911,LeetCode,moonshotai/kimi-k2-0905,Pass,1,1,Pass,Pass
LC_743,LeetCode,moonshotai/kimi-k2-0905,Pass,1,1,Memory Leak/Error Detected,Pass
LC_2945,LeetCode,moonshotai/kimi-k2-0905,Pass,1,1,Memory Leak/Error Detected,Pass
LC_1519,LeetCode,moonshotai/kimi-k2-0905,Fail,0,1,Skipped (Did Not Compile),Skipped (Did Not Compile)
LC_332,LeetCode,moonshotai/kimi-k2-0905,Fail,0,1,Skipped (Did Not Compile),Skipped (Did Not Compile)
LC_1096,LeetCode,moonshotai/kimi-k2-0905,Fail,0,1,Skipped (Did Not Compile),Skipped (Did Not Compile)
LC_1985,LeetCode,moonshotai/kimi-k2-0905,Fail,0,1,Skipped (Did Not Compile),Skipped (Did Not Compile)
LC_239,LeetCode,moonshotai/kimi-k2-0905,Fail,0,1,Skipped (Did Not Compile),Skipped (Did Not Compile)
LC_3485,LeetCode,moonshotai/kimi-k2-0905,Fail,0,1,Skipped (Did Not Compile),Skipped (Did Not Compile)
LC_147,LeetCode,moonshotai/kimi-k2-0905,Pass,1,1,Pass,Pass
LC_3341,LeetCode,moonshotai/kimi-k2-0905,Pass,1,1,Memory Leak/Error Detected,Pass
LC_3486,LeetCode,moonshotai/kimi-k2-0905,Fail,0,1,Skipped (Did Not Compile),Skipped (Did Not Compile)
LC_2127,LeetCode,moonshotai/kimi-k2-0905,Fail,0,1,Skipped (Did Not Compile),Skipped (Did Not Compile)
LC_2641,LeetCode,moonshotai/kimi-k2-0905,Fail,0,1,Skipped (Did Not Compile),Skipped (Did Not Compile)
LC_1466,LeetCode,moonshotai/kimi-k2-0905,Fail,0,1,Skipped (Did Not Compile),Skipped (Did Not Compile)
LC_156,LeetCode,moonshotai/kimi-k2-0905,Fail,0,1,Skipped (Did Not Compile),Skipped (Did Not Compile)
LC_3266,LeetCode,moonshotai/kimi-k2-0905,Pass,1,1,Memory Leak/Error Detected,Timeout
LC_369,LeetCode,moonshotai/kimi-k2-0905,Pass,1,1,Pass,Pass
LC_962,LeetCode,moonshotai/kimi-k2-0905,Fail,0,1,Skipped (Did Not Compile),Skipped (Did Not Compile)
LC_186,LeetCode,moonshotai/kimi-k2-0905,Fail,0,1,Skipped (Did Not Compile),Skipped (Did Not Compile)
LC_310,LeetCode,moonshotai/kimi-k2-0905,Pass,1,1,Memory Leak/Error Detected,Pass
LC_882,LeetCode,moonshotai/kimi-k2-0905,Fail,0,1,Skipped (Did Not Compile),Skipped (Did Not Compile)
LC_206,LeetCode,moonshotai/kimi-k2-0905,Pass,1,1,Pass,Pass
LC_2049,LeetCode,moonshotai/kimi-k2-0905,Fail,0,1,Skipped (Did Not Compile),Skipped (Did Not Compile)
LC_936,LeetCode,moonshotai/kimi-k2-0905,Fail,0,1,Skipped (Did Not Compile),Skipped (Did Not Compile)
LC_2646,LeetCode,moonshotai/kimi-k2-0905,Pass,1,1,Memory Leak/Error Detected,Pass
LC_3321,LeetCode,moonshotai/kimi-k2-0905,Fail,0,1,Skipped (Did Not Compile),Skipped (Did Not Compile)
LC_1675,LeetCode,moonshotai/kimi-k2-0905,Fail,0,1,Skipped (Did Not Compile),Skipped (Did Not Compile)
LC_2807,LeetCode,moonshotai/kimi-k2-0905,Fail,0,1,Skipped (Did Not Compile),Skipped (Did Not Compile)
LC_3406,LeetCode,moonshotai/kimi-k2-0905,Pass,1,1,Pass,Pass
LC_2109,LeetCode,moonshotai/kimi-k2-0905,Pass,1,1,Pass,Pass
LC_2445,LeetCode,moonshotai/kimi-k2-0905,Pass,1,1,Memory Leak/Error Detected,Pass
LC_3243,LeetCode,moonshotai/kimi-k2-0905,Fail,0,1,Skipped (Did Not Compile),Skipped (Did Not Compile)
LC_1311,LeetCode,moonshotai/kimi-k2-0905,Fail,0,1,Skipped (Did Not Compile),Skipped (Did Not Compile)
LC_1047,LeetCode,moonshotai/kimi-k2-0905,Fail,0,1,Skipped (Did Not Compile),Skipped (Did Not Compile)
LC_3377,LeetCode,moonshotai/kimi-k2-0905,Pass,1,1,Pass,Pass
LC_979,LeetCode,moonshotai/kimi-k2-0905,Pass,1,1,Pass,Pass
LC_2825,LeetCode,moonshotai/kimi-k2-0905,Pass,1,1,Memory Leak/Error Detected,Pass
LC_1762,LeetCode,moonshotai/kimi-k2-0905,Pass,1,1,Memory Leak/Error Detected,Pass
LC_636,LeetCode,moonshotai/kimi-k2-0905,Fail,0,1,Skipped (Did Not Compile),Skipped (Did Not Compile)
LC_1942,LeetCode,moonshotai/kimi-k2-0905,Fail,0,1,Skipped (Did Not Compile),Skipped (Did Not Compile)
LC_2542,LeetCode,moonshotai/kimi-k2-0905,Fail,0,1,Skipped (Did Not Compile),Skipped (Did Not Compile)
LC_2512,LeetCode,moonshotai/kimi-k2-0905,Fail,0,1,Skipped (Did Not Compile),Skipped (Did Not Compile)
LC_2360,LeetCode,moonshotai/kimi-k2-0905,Pass,1,1,Memory Leak/Error Detected,Pass
LC_23,LeetCode,moonshotai/kimi-k2-0905,Pass,1,0,No Tests Available,No Tests Available
LC_3425,LeetCode,moonshotai/kimi-k2-0905,Fail,0,1,Skipped (Did Not Compile),Skipped (Did Not Compile)
LC_659,LeetCode,moonshotai/kimi-k2-0905,Fail,0,1,Skipped (Did Not Compile),Skipped (Did Not Compile)
LC_687,LeetCode,moonshotai/kimi-k2-0905,Fail,0,1,Skipped (Did Not Compile),Skipped (Did Not Compile)
LC_1171,LeetCode,moonshotai/kimi-k2-0905,Fail,0,1,Skipped (Did Not Compile),Skipped (Did Not Compile)
LC_1530,LeetCode,moonshotai/kimi-k2-0905,Fail,0,1,Skipped (Did Not Compile),Skipped (Did Not Compile)
LC_1697,LeetCode,moonshotai/kimi-k2-0905,Fail,0,1,Skipped (Did Not Compile),Skipped (Did Not Compile)
LC_2974,LeetCode,moonshotai/kimi-k2-0905,Pass,1,1,Pass,Pass
LC_2035,LeetCode,moonshotai/kimi-k2-0905,Fail,0,1,Skipped (Did Not Compile),Skipped (Did Not Compile)
LC_942,LeetCode,moonshotai/kimi-k2-0905,Pass,1,1,Pass,Pass
LC_1508,LeetCode,moonshotai/kimi-k2-0905,Pass,1,1,Memory Leak/Error Detected,Pass
LC_1673,LeetCode,moonshotai/kimi-k2-0905,Fail,0,1,Skipped (Did Not Compile),Skipped (Did Not Compile)
LC_321,LeetCode,moonshotai/kimi-k2-0905,Fail,0,1,Skipped (Did Not Compile),Skipped (Did Not Compile)
LC_1885,LeetCode,moonshotai/kimi-k2-0905,Pass,1,1,Pass,Pass
LC_557,LeetCode,moonshotai/kimi-k2-0905,Fail,0,1,Skipped (Did Not Compile),Skipped (Did Not Compile)
LC_1764,LeetCode,moonshotai/kimi-k2-0905,Pass,1,1,Pass,Pass
LC_2604,LeetCode,moonshotai/kimi-k2-0905,Pass,1,1,Pass,Pass
LC_5,LeetCode,moonshotai/kimi-k2-0905,Pass,1,1,Pass,Pass
LC_106,LeetCode,moonshotai/kimi-k2-0905,Fail,0,1,Skipped (Did Not Compile),Skipped (Did Not Compile)
LC_2378,LeetCode,moonshotai/kimi-k2-0905,Pass,1,1,Memory Leak/Error Detected,Pass
LC_2316,LeetCode,moonshotai/kimi-k2-0905,Fail,0,1,Skipped (Did Not Compile),Skipped (Did Not Compile)
LC_96,LeetCode,moonshotai/kimi-k2-0905,Pass,1,1,Memory Leak/Error Detected,Pass
LC_61,LeetCode,moonshotai/kimi-k2-0905,Pass,1,1,Pass,Pass
LC_2472,LeetCode,moonshotai/kimi-k2-0905,Fail,0,1,Skipped (Did Not Compile),Skipped (Did Not Compile)
LC_862,LeetCode,moonshotai/kimi-k2-0905,Fail,0,1,Skipped (Did Not Compile),Skipped (Did Not Compile)
LC_1455,LeetCode,moonshotai/kimi-k2-0905,Pass,1,1,Pass,Pass
LC_2832,LeetCode,moonshotai/kimi-k2-0905,Fail,0,1,Skipped (Did Not Compile),Skipped (Did Not Compile)
LC_2876,LeetCode,moonshotai/kimi-k2-0905,Fail,0,1,Skipped (Did Not Compile),Skipped (Did Not Compile)
LC_1648,LeetCode,moonshotai/kimi-k2-0905,Fail,0,1,Skipped (Did Not Compile),Skipped (Did Not Compile)
LC_1679,LeetCode,moonshotai/kimi-k2-0905,Pass,1,1,Pass,Pass
LC_1054,LeetCode,moonshotai/kimi-k2-0905,Fail,0,1,Skipped (Did Not Compile),Skipped (Did Not Compile)
LC_3331,LeetCode,moonshotai/kimi-k2-0905,Fail,0,1,Skipped (Did Not Compile),Skipped (Did Not Compile)
LC_844,LeetCode,moonshotai/kimi-k2-0905,Pass,1,1,Pass,Pass
LC_269,LeetCode,moonshotai/kimi-k2-0905,Fail,0,1,Skipped (Did Not Compile),Skipped (Did Not Compile)
LC_2581,LeetCode,moonshotai/kimi-k2-0905,Fail,0,1,Skipped (Did Not Compile),Skipped (Did Not Compile)
LC_1616,LeetCode,moonshotai/kimi-k2-0905,Fail,0,1,Skipped (Did Not Compile),Skipped (Did Not Compile)
LC_2662,LeetCode,moonshotai/kimi-k2-0905,Fail,0,1,Skipped (Did Not Compile),Skipped (Did Not Compile)
LC_1361,LeetCode,moonshotai/kimi-k2-0905,Fail,0,1,Skipped (Did Not Compile),Skipped (Did Not Compile)
LC_328,LeetCode,moonshotai/kimi-k2-0905,Pass,1,1,Pass,Pass
LC_2867,LeetCode,moonshotai/kimi-k2-0905,Pass,1,1,Memory Leak/Error Detected,Pass
LC_323,LeetCode,moonshotai/kimi-k2-0905,Pass,1,1,Pass,Pass
LC_1938,LeetCode,moonshotai/kimi-k2-0905,Pass,1,0,No Tests Available,No Tests Available
LC_2357,LeetCode,moonshotai/kimi-k2-0905,Fail,0,1,Skipped (Did Not Compile),Skipped (Did Not Compile)
LC_1963,LeetCode,moonshotai/kimi-k2-0905,Fail,0,1,Skipped (Did Not Compile),Skipped (Did Not Compile)
LC_616,LeetCode,moonshotai/kimi-k2-0905,Fail,0,1,Skipped (Did Not Compile),Skipped (Did Not Compile)
LC_1080,LeetCode,moonshotai/kimi-k2-0905,Fail,0,1,Skipped (Did Not Compile),Skipped (Did Not Compile)
LC_1696,LeetCode,moonshotai/kimi-k2-0905,Fail,0,1,Skipped (Did Not Compile),Skipped (Did Not Compile)
LC_2599,LeetCode,moonshotai/kimi-k2-0905,Pass,1,1,Memory Leak/Error Detected,Pass
